im_id	canonical_primitive	family_status	source_ids	source_mapping_status	source_concepts	constraint_shells_exact_if_mapped	nearest_existing	why_distinct	primitive_graph_signature_v1	semantic_tags	state_types	time_structure	information_structure	intervention_role	guarantee_type	ontology_annotation_status	source_evidence_raw	historical_shell_note	source_mapping_confidence	source_domain_span
IM-216	PROPAGATE FUTURE CONSEQUENCE BACKWARD TO PRICE TODAY’S LOCAL ACTION	pre_saturation_registry	M-255	rehydrated from donor-generation mechanism anchor	M-255 Adjoint-weighted residual	M-255: Quantity of interest			propagate	control_decision;optimization_constraints;dynamics_memory;sequential_time	dynamic-state/path;action/policy	sequential;dynamic	unspecified	active control/decision	local	automatic first-pass from canonical family text; manual audit before hard exclusion	M-255: Her residual aynı önemli değil; final quantity'yi en çok bozan residual'a daha yüksek weight ver	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-217	KEEP THE SAME PATHS BUT CHANGE THEIR PROBABILITY WEIGHTS TO REMOVE/ALTER DRIFT	pre_saturation_registry	M-113; M-386	rehydrated from donor-generation mechanism anchor	M-113 Girsanov transform; M-386 Girsanov likelihood ratio process	M-113: Absolute continuity; M-386: Equivalent measures			structural_relation	network_transport	graph/network;distribution	static/unspecified	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion	M-113: Aynı path'lere bak ama probability ağırlıklarını değiştirerek drift'i başka bir şeye çevir || M-386: Path'leri değiştirmeden hangi paths'in daha probable sayıldığını dinamik weight ile değiştir	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-218	REPLACE A DETERMINISTIC EVOLUTION EQUATION BY AN EXPECTATION OVER RANDOM PATHS	pre_saturation_registry	M-114	rehydrated from donor-generation mechanism anchor	M-114 Feynman–Kac	M-114: Generator/PDE compatibility			structural_relation	network_transport;information_incentive	graph/network	static/unspecified	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion	M-114: Differential equation çözümünü random yollar üzerindeki beklenen toplam olarak yeniden ifade et	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	M
IM-219	A SYSTEM’S ARROW OF TIME CAN BE VISIBLE IN FORWARD/REVERSE PATH PROBABILITIES EVEN WHEN MACRO STATE IS STATIONARY	pre_saturation_registry	P-121; P-124; P-125	rehydrated from donor-generation mechanism anchor	P-121 Detailed-balance breaking; P-124 Entropy production rate; P-125 Fluctuation theorem	P-121: Nonequilibrium drive; P-124: Stochastic thermodynamics; P-125: Nonequilibrium path probabilities			structural_relation	dynamics_memory;network_transport;sequential_time	graph/network;distribution;dynamic-state/path	static/unspecified	unspecified	mechanism/structural	probabilistic	automatic first-pass from canonical family text; manual audit before hard exclusion	P-121: Forward ve reverse microscopic flows eşit değilse circulation oluşur || P-124: Irreversibility'yi forward/reverse path asymmetry ile ölç || P-125: Reverse-like entropy events'in probability ratio'su belirli law taşır	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	P
IM-220	INFER AN EQUILIBRIUM STATE DIFFERENCE FROM NONEQUILIBRIUM DRIVEN TRAJECTORIES	pre_saturation_registry	P-126; P-127	rehydrated from donor-generation mechanism anchor	P-126 Jarzynski equality; P-127 Crooks relation	P-126: Initial equilibrium; P-127: Microscopic reversibility			infer	identification_causal;dynamics_memory	dynamic-state/path	dynamic	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	P-126: Equilibrium free-energy difference'ı nonequilibrium work trajectories'nin exponential average'ından çıkar || P-127: Forward ve time-reversed path probabilities arasından free-energy farkını çıkar	source IDs recovered by mechanism-level match to original 4,000-record donor inventory; shell retained	HIGH	P
IM-221	ABANDON EXTREME SLOW TRAJECTORIES AND RESTART; MEAN COMPLETION CAN IMPROVE EVEN THOUGH WORK IS DISCARDED	pre_saturation_registry	P-131	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	P-131:Restart optimization	P-131:Heavy-tail/variable completion time			restart	control_decision	dynamic-state/path	sequential;dynamic;multiscale;rare-event	unspecified	active control/decision	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	P-131 Restart optimization: Çok uzun süren kötü trajectories’i bırakıp yeniden başlamak mean completion time’ı azaltabilir		HIGH	P
IM-222	RECOVERY TIME CAN DIVERGE BEFORE THE STATE ITSELF VISIBLY COLLAPSES	pre_saturation_registry	P-119; P-120	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	P-119:Critical slowing down | P-120:Early-warning indicators	P-119:Near bifurcation/criticality | P-120:Specific transition classes			recover	identification_causal;dynamics_memory;sequential_time	dynamic-state/path	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	P-119 Critical slowing down: Stability kaybolmaya yaklaşınca system perturbation’dan normale dönmekte giderek yavaşlar | P-120 Early-warning indicators: Transition öncesi recovery yavaşlayınca autocorrelation/variance gibi işaretler büyüyebilir		HIGH_WITH_SUPPORTING_ANCHORS	P
IM-223	ENFORCE A HARD STATE CONSTRAINT WITH MINIMUM NECESSARY CORRECTION AND TRACK THAT CORRECTION SEPARATELY	pre_saturation_registry	M-329	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-329:Skorokhod reflection	M-329:Hard state constraint			structural_relation	optimization_constraints;dynamics_memory	dynamic-state/path;feasible-set	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-329 Skorokhod reflection: Unconstrained path boundary’yi aşacaksa minimum correction ekleyerek feasible region içine geri it		HIGH	M
IM-224	CERTIFY STOCHASTIC STABILITY BY SHOWING ONE BADNESS FUNCTION HAS NEGATIVE EXPECTED DRIFT OUTSIDE A CORE REGION	pre_saturation_registry	M-331	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-331:Lyapunov drift criterion	M-331:Markov dynamics			certify	certificate_validation;information_incentive	generic	static/unspecified	unspecified	mechanism/structural	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion	M-331 Lyapunov drift criterion: Bir “system badness” measure’ın expected next-step change’i dış bölgelerde negatifse system geri çekilir		HIGH	M
IM-225	DEPENDENT SEQUENTIAL DATA CAN STILL HAVE SHARP DEVIATION GUARANTEES IF SURPRISES AND PREDICTABLE VARIANCE ARE CONTROLLED	pre_saturation_registry	M-311; M-313	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-311:Martingale concentration | M-313:Freedman inequality	M-311:Martingale difference structure | M-313:Martingale variance process			control	estimation_learning;certificate_validation;control_decision;sequential_time	action/policy	sequential	unspecified	active control/decision	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion	M-311 Martingale concentration: Dependent sequential increments olsa bile predictable boundedness sayesinde total deviation’ı bound et | M-313 Freedman inequality: Deviation bound’unu yalnız worst-case step size değil gerçekleşen conditional variance ile de ayarla		HIGH	M
IM-226	DECOMPOSE A PROCESS INTO FAIR UNPREDICTABLE MOVEMENT + SYSTEMATIC ONE-WAY DRIFT	pre_saturation_registry	M-314	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-314:Optional decomposition	M-314:Supermartingale structure			structural_relation	representation;estimation_learning	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-314 Optional decomposition: Bir process’i “fair unpredictable part + systematic one-way drift” olarak parçala		HIGH	M
IM-227	ORDINARY CLOCK TIME AND ACCUMULATED CONTACT/VISIT TIME AT A BOUNDARY ARE DIFFERENT STATE VARIABLES	pre_saturation_registry	M-317	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-317:Local time	M-317:Continuous semimartingale			bound→accumulate	certificate_validation;dynamics_memory;network_transport;sequential_time	dynamic-state/path	sequential	unspecified	mechanism/structural	bound	automatic first-pass from canonical family text; manual audit before hard exclusion	M-317 Local time: Process’in bir noktada ne kadar “temas biriktirdiğini” ordinary clock’tan ayrı ölç		HIGH	M
IM-228	A REAL SIGNAL CAN EXIST YET REMAIN UNDETECTABLE UNTIL IT CROSSES A STRUCTURAL SEPARATION THRESHOLD	pre_saturation_registry	M-184; M-185; S-450	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-184:Spiked random matrix | M-185:BBP transition | S-450:Mixture separation threshold	M-184:Signal-strength threshold | M-185:High-dimensional phase transition | S-450:Component overlap			detect	observation_measurement	observation/signal	static/unspecified	strategic/informational	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-184 Spiked random matrix: Büyük noise cloud’una gerçek low-rank signal ekle; signal yeterince güçlüyse spectrum’dan ayrılır | M-185 BBP transition: Hidden signal yavaşça güçlense bile detectability belirli eşiğe kadar neredeyse hiç iyileşmeyebilir; sonra eigenvalue cloud’dan çıkar | S-450 Mixture separation threshold: Components çok overlap ederse “iki class var” mathematically mümkün olsa bile individual classification unreliable olur		HIGH_WITH_SUPPORTING_ANCHORS	M;S
IM-229	A FEATURE IS MORE CREDIBLE IF IT SURVIVES ACROSS A RANGE OF RESOLUTION SCALES	pre_saturation_registry	M-191	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-191:Persistent homology	M-191:Filtered topology			structural_relation	general_mechanism	generic	multiscale	selected/conditioned	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-191 Persistent homology: Structure’ı tek scale’da seçme; scale değişirken hangi holes/components uzun süre yaşamaya devam ediyor izle		HIGH	M
IM-230	LOSSLESS LOW-DIMENSIONAL REPRESENTATION CAN BE IMPOSSIBLE EVEN WITH ZERO NOISE: TOPOLOGY CAN FORCE COLLISIONS	pre_saturation_registry	M-196	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-196:Borsuk–Ulam mechanism	M-196:Continuous map sphere→lower dimension			represent	representation;network_transport;robustness_error	graph/network	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-196 Borsuk–Ulam mechanism: Opposite points arasında bazı measurements’ın aynı olmak zorunda olduğu topology-imposed collision vardır		HIGH	M
IM-231	UNDER THE RIGHT CONVEX SHELL, GLOBAL FEASIBILITY CAN BE CERTIFIED BY CHECKING ONLY SMALL SUBSETS	pre_saturation_registry	M-199	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-199:Helly theorem	M-199:Finite-dimensional convexity			structural_relation	certificate_validation;optimization_constraints	feasible-set	static/unspecified	unspecified	mechanism/structural	certificate/exact	automatic first-pass from canonical family text; manual audit before hard exclusion	M-199 Helly theorem: Çok sayıda convex constraint’ın global intersection’ını bütün küçük subsets’in intersection’larından çıkar		HIGH	M
IM-232	SEPARATE SIGNAL AND CORRUPTION BY GIVING THEM STRUCTURALLY INCOMPATIBLE EXPLANATION CLASSES	pre_saturation_registry	M-176	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-176:Robust PCA	M-176:Structural decomposition			structural_relation	observation_measurement	observation/signal	static/unspecified	strategic/informational	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-176 Robust PCA: Data’yı “low-rank ortak yapı + sparse bozulma” diye ayır		HIGH	M
IM-233	TWO UNKNOWN LAYERS CAN SOMETIMES BE RECOVERED JOINTLY IF THEY OBEY DIFFERENT STRUCTURAL CONSTRAINTS	pre_saturation_registry	M-174	rehydrated_from_donor_inventory_exact_anchor_LCB-7F3A91	M-174:Blind deconvolution	M-174:Identifiability constraints			recover	identification_causal;optimization_constraints;sequential_time	feasible-set	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-174 Blind deconvolution: Hem blur kernel hem true signal bilinmiyor; ikisini birlikte ayır		HIGH	M
