id	domain	source_concept	primitive	constraint_shell
E-693	Economics / Econometrics	Stranded-cost recovery	Regulatory/technology change sonrası geçmiş prudent investment artık competitive revenue üretemiyorsa unrecovered sunk cost’u kimin taşıyacağını belirle	Regulatory transition
E-694	Economics / Econometrics	Franchise bidding / competition for the market	Natural monopoly market içinde competition yapılamıyorsa monopoly işletme hakkı için firms’i ex ante yarıştır	Exclusive franchise
E-695	Economics / Econometrics	Competitive procurement auction	Government/buyer contract’ı potential suppliers arasında bid competition ile allocate et	Procured good/service
E-696	Economics / Econometrics	Cost-plus procurement	Contractor realized allowable cost’u recover eder + fee alır; cost risk buyer’da kalır	Verifiable costs
E-697	Economics / Econometrics	Fixed-price procurement	Contract price önceden sabitlenir; realized cost surprise’ının çoğunu supplier taşır	Defined deliverable
E-698	Economics / Econometrics	Cost-sharing incentive contract	Cost overrun/saving’in yalnız bir fraction’ını contractor taşır; risk sharing ile cost-reduction incentive arasında ara nokta kur	Observable cost
E-699	Economics / Econometrics	Post-award performance moral hazard	Winning bid contract’ı kazandırır ama quality/delay/cost-control actions sonradan imperfectly contractible ise low bid tek başına good execution garanti etmez	Incomplete procurement contract
E-700	Economics / Econometrics	Competition–execution tradeoff	Daha çok bidding competition award price’ı düşürebilir fakat low-cost bidders/post-award incentives nedeniyle execution quality aynı yönde iyileşmek zorunda değildir	Procurement with incomplete contracts
E-701	Economics / Econometrics	Modigliani–Miller irrelevance benchmark	Taxes/frictions/agency/information yoksa aynı underlying assets’i debt-equity diye yeniden dilimlemek total firm value’yu tek başına değiştirmez	Frictionless benchmark
E-702	Economics / Econometrics	Interest tax shield	Debt interest deduction tax payment’ı azaltır; leverage private value kazanabilir	Corporate taxation
E-703	Economics / Econometrics	Expected financial-distress cost	Debt tax benefit getirir ama bad state’lerde default/restructuring/direct+indirect costs probability-weighted büyür	Default risk
E-704	Economics / Econometrics	Static trade-off theory	Debt’i tax benefit marginal distress/agency cost’uyla balance eden target leverage seç	Debt benefits + costs
E-705	Economics / Econometrics	Target-leverage adjustment	Current debt ratio target’tan uzaksa firm financing choices’ıyla zaman içinde target’a geri hareket eder	Adjustment costs
E-706	Economics / Econometrics	Pecking-order finance	Internal cash varsa onu kullan; yetmezse safer debt; information-sensitive equity en son gelsin	Financing asymmetry
E-707	Economics / Econometrics	Financial slack	Future financing friction çıkmadan investment yapabilmek için unused debt/cash capacity tut	Future funding option
E-708	Economics / Econometrics	Equity adverse-selection discount	Managers firm value hakkında outsiders’dan fazla bilgi biliyorsa equity issue “belki overpriced” sinyali taşıyıp discount gerektirebilir	Asymmetric information
E-709	Economics / Econometrics	Debt as disciplinary hard claim	Mandatory repayment free cash flow’u management’ın discretionary spending’inden çekip agency problem’ını azaltabilir	Managerial discretion
E-710	Economics / Econometrics	Asset substitution / risk shifting	Equity holders debt outstanding iken project riskini yükselterek upside’ın çoğunu alıp downside’ın bir kısmını creditors’a bırakabilir	Limited liability
E-711	Economics / Econometrics	Debt monitoring channel	Certain lenders recurring monitoring/control rights ile management behavior üzerindeki agency cost’u azaltabilir	Monitored borrowing
E-712	Economics / Econometrics	Market-timing financing	Equity perceived expensive/cheap değil, firm’s own shares perceived over/undervalued olduğunda issuance choice değişebilir	Mispricing beliefs
E-713	Economics / Econometrics	Convertible debt	Claim önce debt downside protection taşır; equity sufficiently değerlenirse conversion upside verir	Hybrid security
E-714	Economics / Econometrics	Callable debt	Issuer state favorable hale geldiğinde debt’i early redeem etme hakkı taşır	Issuer exercise option
E-715	Economics / Econometrics	Puttable debt	Investor specified conditions/times’da issuer’a early repayment dayatabilir	Investor liquidity/protection option
E-716	Economics / Econometrics	Warrant financing	Investor future predetermined price’dan equity alma option’ı alır; current financing + future dilution coupling oluşur	Equity option
E-717	Economics / Econometrics	Preferred equity	Common equity’den senior ama debt’ten farklı contingent/discretionary cash-flow claim oluştur	Hybrid priority
E-718	Economics / Econometrics	Contingent-convertible mechanism	Observable stress trigger’ı aşılınca debt-like claim automatically equity/write-down state’ine geçebilir	Contractual trigger
E-719	Economics / Econometrics	Security-design state contingency	Same project cash flows’u farklı states’de farklı claimant groups’a transfer edecek claims tasarla	Contractibility
E-720	Economics / Econometrics	Financing-history persistence	Current capital structure yalnız current optimum’u değil past deficits, stock prices ve financing actions’ın accumulated path’ini taşıyabilir	Adjustment/path dependence
E-721	Economics / Econometrics	Marginal q	Bir extra unit capital’ın discounted future value contribution’ını acquisition cost’una oranla	Investment margin
E-722	Economics / Econometrics	Average q	Firm market value’sini installed capital replacement cost’una oranla	Observable valuation ratio
E-723	Economics / Econometrics	Hayashi q equivalence	Belirli competitive/constant-returns assumptions altında observable average q, theoretically relevant marginal q’ya eşit olabilir	Strong production/market assumptions
E-724	Economics / Econometrics	q-driven investment	Marginal installed capital value purchase+adjustment cost’unu aşınca investment attractive olur	Forward-looking firm
E-725	Economics / Econometrics	Convex capital adjustment cost	Capital stock’u ne kadar hızlı değiştirirsen marginal installation/disruption cost daha da artsın	Smooth adjustment
E-726	Economics / Econometrics	Smooth partial adjustment	Desired capital bir anda kurulmaz; adjustment costs nedeniyle gap zaman boyunca kapatılır	Convex adjustment
E-727	Economics / Econometrics	Fixed investment adjustment cost	Capital değiştirmeye başlamak bile fixed setup/disruption cost gerektirir	Nonconvex investment
E-728	Economics / Econometrics	Investment inaction region	Desired capital biraz değişti diye action alma; gain fixed cost’u aşana kadar current capital’ı tut	Fixed costs
E-729	Economics / Econometrics	Investment spike	Inaction uzun sürebilir; threshold geçince büyük discrete capital adjustment bir anda yapılır	Lumpy investment
E-730	Economics / Econometrics	Partial irreversibility	Capital satın almak kolay ama installed asset’i aynı fiyata geri satmak mümkün değil	Resale wedge
E-731	Economics / Econometrics	Irreversibility option value	Uncertain environment’da irreversible investment’ı bugün yapmak future information geldikten sonra karar verme option’ını yok eder	Uncertainty + sunk capital
E-732	Economics / Econometrics	User cost of capital	Capital’ın economic cost’unu finance cost + depreciation − expected capital gain + taxes gibi pieces’e ayır	Capital services
E-733	Economics / Econometrics	Capital utilization choice	Installed machines sabit olsa bile ne kadar yoğun çalıştırıldığını değiştirerek effective capital services’i hızlı ayarla	Variable utilization
E-734	Economics / Econometrics	Utilization–depreciation tradeoff	Machine’i daha yoğun kullan → bugün daha fazla output → future wear/depreciation daha hızlı	Endogenous depreciation
E-735	Economics / Econometrics	Maintenance–replacement tradeoff	Old capital’ı bakım ile yaşatmak mı, new capital’a replace etmek mi daha ucuz?	Aging durable capital
E-736	Economics / Econometrics	Scrappage threshold	Capital’ın continuation value’si salvage/outside value’nun altına düşünce kullanım bitir	Irreversible retirement
E-737	Economics / Econometrics	Embodied technical change	Yeni technology existing capital’a ücretsiz gelmez; productivity improvement almak için yeni vintage investment gerekebilir	Vintage capital
E-738	Economics / Econometrics	Capital vintage composition	Same aggregate capital quantity farklı ages/technologies taşıyorsa productive capacity farklı olabilir	Heterogeneous vintages
E-739	Economics / Econometrics	Time-to-build capital	Investment expenditure bugün yapılır ama productive capital birkaç periods sonra available olur	Construction/installation lag
E-740	Economics / Econometrics	Investment gestation pipeline	Birkaç unfinished projects stage-by-stage ilerler; future capital supply current pipeline composition’a bağlıdır	Multi-stage construction
E-741	Economics / Econometrics	Market for corporate control	Management kötü performans gösterirse outsiders shares/control satın alıp yönetimi değiştirebilir	Transferable corporate control
E-742	Economics / Econometrics	Tender offer	Acquirer shareholders’a belirli price’dan shares’ini doğrudan satma teklifinde bulunur	Dispersed shareholders
E-743	Economics / Econometrics	Takeover free-rider problem	Her shareholder acquisition sonrası value artacağını biliyorsa tender etmeyip improvement’ı ücretsiz almaya çalışabilir	Atomistic shareholders
E-744	Economics / Econometrics	Control premium	Voting/control sağlayan block, same cash-flow claim’in passive unit’inden daha değerli olabilir	Private/control benefits
