rank	supplier_id	consumer_id	score	curated	active_for_build	adjudication_state	interface_matches	addressed_weaknesses	shared_domains	recommended_next	curated_rationale	decision_id	experiment_routing_status
573	PARENT:R001_C313_BPISD	FOUNDRY:P048	28.0	False	True	UNADJUDICATED	evidence,representation	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
574	PARENT:R001_C313_BPISD	FOUNDRY:P091	28.0	False	True	UNADJUDICATED	evidence,representation	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
575	PARENT:R001_C313_BPISD	LCB-K012	28.0	False	True	UNADJUDICATED	evidence,representation	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
576	PARENT:R001_C313_BPISD	LCB-K065	28.0	False	True	UNADJUDICATED	evidence,representation	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
577	PARENT:R001_C313_BPISD	LCB-K073	28.0	False	True	UNADJUDICATED	evidence,representation	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
578	PARENT:R001_C313_BPISD	LCB-K074	28.0	False	True	UNADJUDICATED	evidence,representation	decision	confounding,decision,measurement	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
579	PARENT:R001_C313_BPISD	LCB-K080	28.0	False	True	UNADJUDICATED	evidence,representation	decision	decision,reduction,resilience	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
580	PARENT:R028_S418_S439_TDSX	FOUNDRY:P057	28.0	False	True	UNADJUDICATED	boundary,gate	decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
581	PARENT:R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY:P111	28.0	False	True	UNADJUDICATED		decision,support,uncertainty	calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
582	FOUNDRY:P026	PARENT:IM334_IM094_DRE	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
583	FOUNDRY:P026	PARENT:R018_M866_M880_MCSC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
584	FOUNDRY:P030	PARENT:IM334_IM094_DRE	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
585	FOUNDRY:P030	PARENT:R018_M866_M880_MCSC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
586	FOUNDRY:P037	PARENT:IM334_IM094_DRE	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
587	FOUNDRY:P037	PARENT:R014_S781_S792_ACSA	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
588	FOUNDRY:P037	PARENT:R018_M866_M880_MCSC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
589	FOUNDRY:P037	PARENT:R044_DECISION_LOSS_DLEW	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
590	FOUNDRY:P044	PARENT:IM334_IM094_DRE	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
591	FOUNDRY:P044	PARENT:R018_M866_M880_MCSC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
592	FOUNDRY:P045	PARENT:IM334_IM094_DRE	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
593	FOUNDRY:P045	PARENT:R018_M866_M880_MCSC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
594	FOUNDRY:P050	PARENT:IM334_IM094_DRE	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
595	FOUNDRY:P050	PARENT:R014_S781_S792_ACSA	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
596	FOUNDRY:P050	PARENT:R018_M866_M880_MCSC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
597	FOUNDRY:P050	PARENT:R044_DECISION_LOSS_DLEW	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
598	FOUNDRY:P057	LCB-K012	27.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	allocation,calibration,confounding,control,decision,measurement,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
599	FOUNDRY:P059	LCB-K012	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
600	FOUNDRY:P059	LCB-K081	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,audit,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
601	FOUNDRY:P060	LCB-K003	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
602	FOUNDRY:P060	LCB-K010	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
603	FOUNDRY:P060	LCB-K015	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
604	FOUNDRY:P060	LCB-K035	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
605	FOUNDRY:P060	LCB-K048	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
606	FOUNDRY:P060	LCB-K049	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
607	FOUNDRY:P060	LCB-K055	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
608	FOUNDRY:P060	LCB-K056	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
609	FOUNDRY:P060	LCB-K068	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
610	FOUNDRY:P060	LCB-K081	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	audit,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
611	FOUNDRY:P060	LCB-K086	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
612	FOUNDRY:P060	LCB-K090	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
613	FOUNDRY:P060	LCB-K091	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
614	FOUNDRY:P060	PARENT:IM340_IM280_CWC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
615	FOUNDRY:P060	PARENT:IM359_IM014_AICC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
616	FOUNDRY:P060	PARENT:IM406_IM037_ACRA	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
617	FOUNDRY:P060	PARENT:R008_E612_E613_LGID	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
618	FOUNDRY:P060	PARENT:R041_CONSTRAINED_POLICY_CAPL	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
619	FOUNDRY:P062	PARENT:IM340_IM280_CWC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
620	FOUNDRY:P062	PARENT:R008_E612_E613_LGID	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
621	FOUNDRY:P063	LCB-K003	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
622	FOUNDRY:P063	LCB-K010	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
623	FOUNDRY:P063	LCB-K015	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
624	FOUNDRY:P063	LCB-K035	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
625	FOUNDRY:P063	LCB-K048	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
626	FOUNDRY:P063	LCB-K049	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
627	FOUNDRY:P063	LCB-K055	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
628	FOUNDRY:P063	LCB-K056	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
629	FOUNDRY:P063	LCB-K068	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
630	FOUNDRY:P063	LCB-K086	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
631	FOUNDRY:P063	LCB-K090	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
632	FOUNDRY:P063	LCB-K091	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
633	FOUNDRY:P063	PARENT:IM340_IM280_CWC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
634	FOUNDRY:P063	PARENT:IM359_IM014_AICC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
635	FOUNDRY:P063	PARENT:IM406_IM037_ACRA	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
636	FOUNDRY:P063	PARENT:R008_E612_E613_LGID	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
637	FOUNDRY:P063	PARENT:R041_CONSTRAINED_POLICY_CAPL	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
638	FOUNDRY:P079	LCB-K064	27.0	False	True	UNADJUDICATED	evidence	calibration,uncertainty	calibration,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
639	FOUNDRY:P079	LCB-K065	27.0	False	True	UNADJUDICATED	evidence	calibration,decision	calibration,confounding,decision,measurement,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
640	FOUNDRY:P079	LCB-K073	27.0	False	True	UNADJUDICATED	evidence	calibration,decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
641	FOUNDRY:P079	LCB-K074	27.0	False	True	UNADJUDICATED	evidence	calibration,decision	boundary,calibration,confounding,decision,measurement,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
642	FOUNDRY:P079	LCB-K080	27.0	False	True	UNADJUDICATED	evidence	calibration,decision	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
643	FOUNDRY:P082	LCB-K003	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
644	FOUNDRY:P082	LCB-K010	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
645	FOUNDRY:P082	LCB-K015	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
646	FOUNDRY:P082	LCB-K035	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
647	FOUNDRY:P082	LCB-K048	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
648	FOUNDRY:P082	LCB-K049	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
649	FOUNDRY:P082	LCB-K055	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
650	FOUNDRY:P082	LCB-K056	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
651	FOUNDRY:P082	LCB-K068	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
652	FOUNDRY:P082	LCB-K086	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
653	FOUNDRY:P082	LCB-K090	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
654	FOUNDRY:P082	LCB-K091	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
655	FOUNDRY:P082	PARENT:IM340_IM280_CWC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
656	FOUNDRY:P082	PARENT:IM359_IM014_AICC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
657	FOUNDRY:P082	PARENT:IM406_IM037_ACRA	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
658	FOUNDRY:P082	PARENT:R008_E612_E613_LGID	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
659	FOUNDRY:P082	PARENT:R041_CONSTRAINED_POLICY_CAPL	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
660	FOUNDRY:P084	LCB-K003	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
661	FOUNDRY:P084	LCB-K015	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
662	FOUNDRY:P084	LCB-K035	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
663	FOUNDRY:P084	LCB-K049	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
664	FOUNDRY:P084	LCB-K055	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
665	FOUNDRY:P084	LCB-K068	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
666	FOUNDRY:P084	LCB-K081	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration,control,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
667	FOUNDRY:P084	LCB-K090	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
668	FOUNDRY:P084	LCB-K091	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
669	FOUNDRY:P084	PARENT:IM406_IM037_ACRA	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
670	FOUNDRY:P085	LCB-K012	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
671	FOUNDRY:P085	LCB-K081	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
672	FOUNDRY:P087	LCB-K003	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
673	FOUNDRY:P087	LCB-K010	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
674	FOUNDRY:P087	LCB-K015	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
675	FOUNDRY:P087	LCB-K035	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
676	FOUNDRY:P087	LCB-K048	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
677	FOUNDRY:P087	LCB-K049	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
678	FOUNDRY:P087	LCB-K055	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
679	FOUNDRY:P087	LCB-K056	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
680	FOUNDRY:P087	LCB-K068	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
681	FOUNDRY:P087	LCB-K086	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
682	FOUNDRY:P087	LCB-K090	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
683	FOUNDRY:P087	LCB-K091	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
684	FOUNDRY:P087	PARENT:IM340_IM280_CWC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
685	FOUNDRY:P087	PARENT:IM359_IM014_AICC	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
686	FOUNDRY:P087	PARENT:IM406_IM037_ACRA	27.0	False	True	UNADJUDICATED	boundary,gate	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
