supplier	consumer	shared_tags	supplier_strength	consumer_gap
P100	P134	selection	feasibility-gated selection	declared score
P100	P139	selection	feasibility-gated selection	declared score
P101	P001	selection	feasibility-gated selection	declared score
P101	P002	selection	feasibility-gated selection	declared score
P101	P003	selection	feasibility-gated selection	declared score
P101	P004	selection	feasibility-gated selection	declared score
P101	P005	selection	feasibility-gated selection	declared score
P101	P006	selection	feasibility-gated selection	declared score
P101	P007	selection	feasibility-gated selection	declared score
P101	P008	selection	feasibility-gated selection	declared score
P101	P012	selection	feasibility-gated selection	declared score
P101	P013	selection	feasibility-gated selection	declared score
P101	P014	selection	feasibility-gated selection	declared score
P101	P015	selection	feasibility-gated selection	declared score
P101	P016	selection	feasibility-gated selection	declared score
P101	P017	selection	feasibility-gated selection	declared score
P101	P019	selection	feasibility-gated selection	declared score
P101	P028	selection	feasibility-gated selection	declared score
P101	P034	selection	feasibility-gated selection	declared score
P101	P035	selection	feasibility-gated selection	declared score
P101	P038	selection	feasibility-gated selection	declared score
P101	P039	selection	feasibility-gated selection	declared score
P101	P061	selection	feasibility-gated selection	declared score
P101	P067	selection	feasibility-gated selection	declared score
P101	P068	selection	feasibility-gated selection	declared score
P101	P077	selection	feasibility-gated selection	declared score
P101	P100	selection	feasibility-gated selection	declared score
P101	P102	selection	feasibility-gated selection	declared score
P101	P103	selection	feasibility-gated selection	declared score
P101	P104	selection	feasibility-gated selection	declared score
P101	P105	selection	feasibility-gated selection	declared score
P101	P116	selection	feasibility-gated selection	declared score
P101	P118	selection	feasibility-gated selection	declared score
P101	P120	selection	feasibility-gated selection	declared score
P101	P121	selection	feasibility-gated selection	declared score
P101	P124	selection	feasibility-gated selection	declared score
P101	P127	selection	feasibility-gated selection	declared score
P101	P128	selection	feasibility-gated selection	declared score
P101	P129	selection	feasibility-gated selection	declared score
P101	P130	selection	feasibility-gated selection	declared score
P101	P132	selection	feasibility-gated selection	declared score
P101	P133	selection	feasibility-gated selection	declared score
P101	P134	selection	feasibility-gated selection	declared score
P101	P139	selection	feasibility-gated selection	declared score
P102	P001	selection	feasibility-gated selection	declared score
P102	P002	selection	feasibility-gated selection	declared score
P102	P003	selection	feasibility-gated selection	declared score
P102	P004	selection	feasibility-gated selection	declared score
P102	P005	selection	feasibility-gated selection	declared score
P102	P006	selection	feasibility-gated selection	declared score
P102	P007	selection	feasibility-gated selection	declared score
P102	P008	selection	feasibility-gated selection	declared score
P102	P012	selection	feasibility-gated selection	declared score
P102	P013	selection	feasibility-gated selection	declared score
P102	P014	selection	feasibility-gated selection	declared score
P102	P015	selection	feasibility-gated selection	declared score
P102	P016	selection	feasibility-gated selection	declared score
P102	P017	selection	feasibility-gated selection	declared score
P102	P019	selection	feasibility-gated selection	declared score
P102	P028	selection	feasibility-gated selection	declared score
P102	P034	selection	feasibility-gated selection	declared score
P102	P035	selection	feasibility-gated selection	declared score
P102	P038	selection	feasibility-gated selection	declared score
P102	P039	selection	feasibility-gated selection	declared score
P102	P061	selection	feasibility-gated selection	declared score
P102	P067	selection	feasibility-gated selection	declared score
P102	P068	selection	feasibility-gated selection	declared score
P102	P077	selection	feasibility-gated selection	declared score
P102	P100	selection	feasibility-gated selection	declared score
P102	P101	selection	feasibility-gated selection	declared score
